vesselName,imoNumber,flag,vesselType,grossTonnage,mmsiNumber,yearBuilt
SPREAD EAGLE,9699995,SG,LPG,47347,565113000,2015
AQUAHAHA,9536155,LR,BULK CARRIER,93789,636016674,2012
MESSINI,9142942,LR,CONTAINER SHIP,25499,636015779,1997
BW KYOTO,9405083,SG,LPG,47985,564818000,2009
PACIFIC OPAL,9077410,HK,BULK CARRIER,156280,355776000,1995
MUSI,9601699,ID,TANKER,2938,525008100,0
ACCORD,9274020,SG,PETROLEUM/CHEMICAL TANKER,5367,563901000,2003
TRF MANDAL,9732773,MH,CHEMICAL TANKER,23676,538006542,2015
SPETSES LADY,9831074,SG,TANKER,60465,563087400,2018
ANDROMEDA SPIRIT,9372327,PA,VEHICLE CARRIER,43810,372945000,2007
GLOBETROTTER,9241255,MT,BULK CARRIER,27198,256911000,2001
MEDITRAN,9601704,ID,TANKER,2938,525008077,0
SILVER SPIRIT,9437866,BS,PASSENGER VESSEL,39444,311022500,2009
BINA MARINE 109,9634476,SG,TUG BOAT,143,563022640,2012
IBERIAN EXPRESS,9405100,GI,CONTAINER SHIP,9957,548813000,2008
SAEHAN GLORIA,9175731,KR,CHEMICAL TANKER,5999,440353000,1997
CREST SPARTAN 2,9568952,SG,TUG BOAT,595,565011000,2008
DANUM 69,9437880,PA,GENERAL CARGO,4562,351602000,2008
NCC TABUK,9306809,SA,CHEMICAL TANKER,29575,403581000,2006
NCC QASSIM,9306811,SA,CHEMICAL TANKER,29575,403500000,2006
GAS STELLA,9765562,PA,LPG,47995,374345000,2017
TRF MEMPHIS,9732797,MH,CHEMICAL TANKER,23861,538006546,2016
WESTERN LIMA,9700029,PH,BULK CARRIER,24868,548910000,2015
CAPE RACE,9601728,CY,BULK CARRIER,44336,210581000,2011
JINLING CONFIDENCE,9798337,PH,BULK CARRIER,25606,548953000,2016
TRF MOBILE,9732802,MH,CHEMICAL TANKER,23861,538006545,2016
OLYMPIA,9765574,MH,CONTAINER SHIP,17907,538007727,2017
ANGEL NO 1,9470662,HK,TANKER,5083,477685900,2009
ML HERON,9700043,LR,BULK CARRIER,36449,636019542,2014
SANTYA,9667277,PA,TANKER,13201,356885000,2012
ECO MARINA DEL REY,9798349,MH,CHEMICAL TANKER,29994,538008150,2019
MERONAS,9798351,MT,TANKER,29518,0,2019
PACIFIC CORAL,9110224,HK,BULK CARRIER,148169,477177800,1995
DIMITRIOS T,9208526,LR,BULK CARRIER,38684,636018583,2000
TRF MONGSTAD,9732814,MH,TANKER,23861,538006544,2016
OPHELIA,9765586,MH,CONTAINER SHIP,17907,538007726,2018
SAEHAN HARMONIA,9175767,PA,CHEMICAL TANKER,5997,374554000,1998
AIKATERINI,9700055,MH,BULK CARRIER,36449,538007779,2014
TRF MOSS,9732826,MH,CHEMICAL TANKER,23861,538006543,2016
EAGLE SAKURA,9863900,SG,PETROLEUM/CHEMICAL TANKER,5181,563087100,2015
AQUALEO,9765598,LR,BULK CARRIER,35615,636018248,2018
VIALLI,9700067,SG,BULK CARRIER,36449,563043400,2014
AQUALIBRA,9765603,LR,BULK CARRIER,35615,636018249,2018
VS GLORY,9339624,IM,TANKER,22184,232026667,2006
HONEST SKY,9667306,PA,BULK CARRIER,50625,354436000,2010
SEA SWIFT,9306859,SG,TANKER,2673,564261000,2002
EVER EXCEL,9241322,GB,CONTAINER SHIP,76067,235479000,2001
CHEMTRANS NAOS,9274094,CY,TANKER,41583,210134000,2006
MILLENNIUM 805,9634543,SG,TUG BOAT,143,563028880,2013
MAERSK ABERDEEN,9175793,HK,CONTAINER SHIP,14063,477958600,1998
GIANTS CAUSEWAY,9700081,GB,BULK CARRIER,35872,235102468,2015
GLOVIS SONIC,9798387,MH,VEHICLE CARRIER,72269,538007414,2017
AOM T1304,9634555,SG,TUG BOAT,144,564895000,2013
GLOVIS SAFETY,9798399,MH,VEHICLE CARRIER,72269,538007438,2017
POLARIS GALAXY,9339648,LR,TANKER,22184,636013705,2007
MAERSK ATLANTIC,9175808,HK,CONTAINER SHIP,14063,477958800,1999
THAI BINH STAR 01,9536260,VN,GENERAL CARGO,5444,574437000,2009
GLOVIS SKY,9798404,MH,VEHICLE CARRIER,72269,538007439,2017
HARVEST SKY,9667332,PA,BULK CARRIER,50626,372944000,2013
MILLENNIUM 806,9634567,SG,TUG BOAT,143,563028890,2013
HAIAN VIEW,9470727,VN,CONTAINER SHIP,17280,574004780,2009
TOROS M,9241358,PA,BULK CARRIER,27986,355851000,2002
ONE COMPETENCE,9339662,JP,CONTAINER SHIP,87035,431315000,2008
FREMANTLE HIGHWAY,9667344,PA,VEHICLE CARRIER,59525,356651000,2013
GLOVIS SUNLIGHT,9798416,MH,VEHICLE CARRIER,72269,538007440,2017
FELLOWSHIP,9437971,SG,PETROLEUM PRODUCT TANKER (>=60C),4081,565744000,2006
ANDERSON BRIDGE,9470739,PA,CONTAINER SHIP,17211,370811000,2008
JAKARTA BRIDGE,9470741,PA,CONTAINER SHIP,17211,370929000,2009
ELANDRA MAPLE,9831191,LR,TANKER,29528,636018543,2018
ARABELLA,9700122,MT,BULK CARRIER,36353,229961000,2015
CLARET PRINCE,9437983,MH,TANKER,60237,538008071,2010
PENANG BRIDGE,9470753,PA,CONTAINER SHIP,17211,351639000,2009
B LPG SOPHIA,9175846,PA,LPG,5473,357668000,1997
ELANDRA PINE,9831206,LR,CHEMICAL TANKER,29528,636018544,2018
CAPE TOWN EAGLE,9700134,MH,BULK CARRIER,36353,256554000,2015
NEW ENTERPRISE,9405227,HK,TANKER,160218,477049600,2006
OCEANIA DRAGON,9470765,PA,CONTAINER SHIP,17280,370530000,2008
ZOLA,9700146,SG,BULK CARRIER,36353,563060500,2015
IRINI N LEMOS,9831218,MT,TANKER,160655,248643000,2019
ADRIANO KNUTSEN,9831220,ES,LNG,122261,224983000,2019
TRANG AN 06,9175858,MN,GENERAL CARGO,6448,457279000,1997
ROY MAERSK,9306938,DK,TANKER,22184,220289000,2004
BALTIC PURPLE,9143099,BS,REEFER VESSEL,11438,311000724,1996
STELLAR VENTURE,9700158,PA,BULK CARRIER,133793,354667000,2014
DENALI,9438016,MH,BULK CARRIER,30669,538006690,2009
MAERSK TRENTON,9732929,01,TANKER,29455,563006100,2015
ALL RICH,9175872,PA,GENERAL CARGO,6448,371546000,1997
AC SESODA,9470791,PA,BULK CARRIER,17018,354950000,2008
RB JAKE,9765706,MH,BULK CARRIER,43278,538006443,2016
MISSY ENTERPRISE,9634634,PA,BULK CARRIER,20992,351783000,2013
ASPEN,9438028,MH,BULK CARRIER,30669,538006689,2009
MIIKE,9601869,PA,GENERAL CARGO,9815,353988000,2011
JABAL ALKAWR,9732943,MH,BULK CARRIER,36353,538005874,2014
PULANG TALA,9798480,PH,GENERAL CARGO,12991,548971000,2017
VTC PHOENIX,9536337,VN,BULK CARRIER,14851,574435000,2009
JUBILANT FUTURE,9667411,PA,BULK CARRIER,107229,351693000,2013
ST JOHN,9634646,MT,CONTAINER SHIP,16889,229949000,2014
ARITA,9503574,PA,TANKER,63052,352866000,2010
COLON,9503574,TO,TANKER,63052,671268100,0
RB EDEN,9765718,MH,BULK CARRIER,43278,538006442,2016
SOLAR DOLPHIN,9700184,PA,BULK CARRIER,107277,372783000,2015
KMTC SHANGHAI,9274202,KR,CONTAINER SHIP,20815,356994000,2004
SUNRISE JADE,9732955,SG,BULK CARRIER,36333,566046000,2014
OPALO,9798492,PH,GENERAL CARGO,12991,548974000,2018
SAI GON GAS,9143130,VN,LPG,3556,574642000,1996
SAI GON GAS,9143130,VN,TANKER,3556,574642000,0
ZHENG YAO,9601883,PA,BULK CARRIER,43951,352211000,2011
LOCOMOTION,9667423,LR,BULK CARRIER,23268,636016044,2013
ROADRUNNER,9438042,MH,BULK CARRIER,31130,538005498,2008
SANTA LOUKIA,9634658,MT,CONTAINER SHIP,16889,229993000,2015
ORNELLA,9634660,PT,CONTAINER SHIP,17769,255806091,2012
ORNELLA,9634660,AG,CONTAINER SHIP,17769,255806091,0
KOMI,9700196,MH,BULK CARRIER,36353,538008900,2015
CUU LONG GAS,9143142,VN,LPG,3556,574197187,1996
ULTRA REGINA,9667435,PA,BULK CARRIER,34794,352057000,2013
VANTAGE BLADE,9470832,LR,GENERAL CARGO,17023,636018533,2009
OLIVIA,9634672,PT,CONTAINER SHIP,17769,255806115,2013
ENERGY PROGRESS,9274226,BS,LNG,119100,309463000,2006
MARI BOYLE,9732979,NO,CHEMICAL TANKER,30945,258741000,2016
WORLD SPIRIT,9175925,LR,VEHICLE CARRIER,37949,636011023,1998
DK ABDUL RAZZAK KHALID ZAID A K,9700213,MH,CHEMICAL TANKER,29554,538006238,2015
CLIPPER TRITON,9667447,PA,BULK CARRIER,34800,353135000,2013
NAVDHENU PURNA,9339765,IN,BULK CARRIER,29961,419000230,2005
ISTRIA,9601912,SG,BULK CARRIER,43951,566818000,2011
OCEANA,9634684,AG,CONTAINER SHIP,17769,305969000,2012
GEKI STAR,9470844,MH,BULK CARRIER,17023,636014606,2008
NAVIG8 PRECISION,9831294,MH,TANKER,63338,538007786,2018
DANUM 159,9438080,MY,CONTAINER SHIP,8724,533000522,2006
AL BETROLEYA,9700225,MH,CHEMICAL TANKER,29554,538006239,2015
HAI NAM 81,9339777,VN,BULK CARRIER,30018,356171000,2005
AMIS BRAVE,9667459,PA,BULK CARRIER,34805,355534000,2013
STENA IMPRESSION,9667461,GB,TANKER,29680,310682000,2013
CAPE CLOVER,9802085,PA,BULK CARRIER,93451,373204000,2015
MCC SHENZHEN,9634696,AG,CONTAINER SHIP,17769,305977000,2013
ALIYAH PERMATA,9339789,ID,BULK CARRIER,30014,563172000,2004
NAVIG8 PRESTIGE JKB,9831309,MH,TANKER,63338,538007785,2019
GRIYA BALI,9012111,ID,CHEMICAL TANKER,2432,525014013,1991
NORDMED,9241487,CY,CONTAINER SHIP,25407,210535000,2003
DARYA GANGA,9601936,HK,BULK CARRIER,22726,477739400,2011
GLORY PIONEER,9700237,01,GENERAL CARGO,6460,564911000,2013
FAKARAVA,9634701,MT,BULK CARRIER,107129,256848000,2012
NEW YORK,9405332,MH,BULK CARRIER,91407,538003775,2010
STENA IMAGE,9667473,BM,TANKER,29666,310683000,2014
OOCL DUBAI,9307023,SG,CONTAINER SHIP,66462,566388000,2006
GLORY VOYAGER,9700249,SG,GENERAL CARGO,6460,565289000,2014
RANGIROA,9634713,MT,BULK CARRIER,107129,229029000,2013
QUEEN ESTHER,9700251,MT,CONTAINER SHIP,25145,249510000,2015
MOL PARTNER,9307035,PA,CONTAINER SHIP,71837,371303000,2005
DARYA JAMUNA,9601948,HK,BULK CARRIER,22726,477598300,2011
GRAND HERO,9339806,PA,VEHICLE CARRIER,59217,372857000,2007
HELENA,9241504,PA,BULK CARRIER,27993,370092000,2002
KOREA CHEMI,9274276,KR,TANKER,8270,441854000,2004
PARADISE STAR,9307047,MH,CONTAINER SHIP,71902,565555000,2005
STENA IMPORTANT,9667497,BM,TANKER,29666,310685000,2015
ANDREAS K,9438121,CY,BULK CARRIER,51130,210875000,2009
GEORGIA HIGHWAY,9339820,JP,VEHICLE CARRIER,56973,432629000,2007
TILLY RUSS,9470894,MH,CONTAINER SHIP,16137,305568000,2010
VALIANT,9274288,PA,TANKER,8270,511100213,2005
MARTHA GLOBAL,8717233,MN,TANKER,27450,525015623,1989
LEO PARAMOUNT,9307059,PA,CONTAINER SHIP,71892,371519000,2005
BOW CECIL,9143219,NO,CHEMICAL TANKER,23230,259928000,1998
SEA STAR III,9569205,PA,TANKER,164796,351127000,2012
LEADING BRAVERY,9536442,HK,BULK CARRIER,52735,477764800,2010
MEDELIN ATLAS,8717245,MN,TANKER,27450,636008494,1989
FALCON BAY,9470911,SG,PETROLEUM/CHEMICAL TANKER,29156,563097500,2009
AFRICAN RAVEN,9700287,BS,GENERAL CARGO,23753,311000243,2014
STOLT VANGUARD,9274305,LR,CHEMICAL TANKER,15711,636015366,0
GRAND PEARL,9339844,PA,VEHICLE CARRIER,59217,371147000,2008
HL RAS LAFFAN,9176008,KR,LNG,93769,441292000,2000
EVER JOYCE,8717257,SG,TANKER,148,45600000,1987
PERL,9503689,SG,PETROLEUM PRODUCT TANKER (<60C),4758,563711000,2007
HL SUR,9176010,KR,LNG,93769,440130000,1998
MARAN HAPPINESS,9470923,GR,BULK CARRIER,90192,240706000,2008
MANDARIN CROWN,9569229,SG,BULK CARRIER,32987,566531000,2011
STOLT VIRTUE,9274317,LR,CHEMICAL TANKER,15715,636016710,2004
HAIAN MIND,9503691,VN,CONTAINER SHIP,20887,574001630,2008
FOS THOR,9667538,PA,WORKBOAT,825,355150000,2014
AGROS,9110482,BS,TANKER,25202,309885000,1996
NYLEX 1,9798612,MY,CHEMICAL TANKER,4526,533130597,2017
MISTRAL,9667540,MH,LPG,46789,538005576,2015
BOMAR JUPITER,9438169,MH,TANKER,8530,538006367,2009
STOLT VISION,9274329,LR,CHEMICAL TANKER,15976,636015738,2004
BTS WINTER,9438171,SG,PETROLEUM/CHEMICAL TANKER,8530,563103700,2008
ESPERANZA N,9339868,LR,CONTAINER SHIP,23633,210719000,2008
RADIANT PRIDE,9307097,LR,TANKER,42010,240825000,2007
LR1 CARRIER,9307102,LR,TANKER,42010,636018862,2006
GARNET,9339870,KI,SUPPLY VESSEL,1585,533160172,2005
WAN SENDARI,9503718,SG,PASSENGER VESSEL,551,0,2008
MANDARIN OCEAN,9569255,SG,BULK CARRIER,33044,566399000,2011
WAN SERI BENI,9503720,SG,PASSENGER VESSEL,551,0,2008
ULTRA ALPHA,9700328,MH,BULK CARRIER,36203,538006061,2015
ONYX,9339882,BZ,SUPPLY VESSEL,1585,533160171,2005
ULTRA OMEGA,9700330,MH,BULK CARRIER,36203,538006494,2015
MONSOON,9667564,MH,LPG,46943,538005614,2015
SERENEA,9405423,GR,TANKER,81502,240797000,2009
GENTING DREAM,9733105,BS,PASSENGER VESSEL,150695,311000319,2016
MARINE XENA,9438195,SG,PETROLEUM PRODUCT TANKER (>=60C),5000,565880000,2007
MANDARIN GRACE,9569267,SG,BULK CARRIER,33034,563862000,2010
MSC PERLE,9503732,LR,CONTAINER SHIP,141754,636017921,2013
OCCITAN SKY,9274355,BS,BULK CARRIER,17944,311453000,2004
ACTIVE,9700342,LR,TANKER,29770,636016613,2015
FAIRCHEM CONQUEST,9798648,PA,CHEMICAL TANKER,12247,352730000,2017
EVRIALI,9405435,LR,BULK CARRIER,29956,636019089,2007
WORLD DREAM,9733117,BS,PASSENGER VESSEL,150695,311000318,2017
SONGA NUERNBERG,9470973,LR,CONTAINER SHIP,21842,636091885,2010
MANDARIN TRADER,9569279,SG,BULK CARRIER,33034,566227000,2011
COASTAL SKY,9307138,GQ,TUG BOAT,142,631722000,2003
AYE EVOLUTION,9700354,LR,BULK CARRIER,31882,636016447,2014
ROYAL 08 BLC,9798662,VN,GENERAL CARGO,1314,574002980,2016
SWIFT RESCUE,9536519,SG,SUBMARINE SUPPORT & RESCUE,4290,564314000,2008
GREEN SEA,9241607,TG,TANKER,84598,240654000,2002
GASCHEM MOSEL,9274379,LR,LPG,5945,636091189,2007
PACIFIC,9569293,KY,YACHT,2959,319011300,2008
PEAK PEGASUS,9634830,LR,BULK CARRIER,43005,636018233,2013
MARSOL SCAMANDER,9733131,LR,TUG BOAT,2586,636020243,0
ATLANTIC DAWN,9307152,PA,TANKER,56172,371499000,2005
VINALINES BRAVE,9405459,VN,BULK CARRIER,29965,574000840,2007
TAI HANG SHAN,9339923,PA,GENERAL CARGO,9585,351812000,2005
LUMOSO HARMONI,9405461,ID,BULK CARRIER,29964,525113007,2004
ZENITH LUMOS,9864215,GB,CONTAINER SHIP,149525,232029038,2020
STAR CALYPSO,9634842,MH,BULK CARRIER,43100,538007661,2014
SINOCARRIER,9012252,KR,BULK CARRIER,147303,441916000,1992
MIENA DESGAGNES,9700380,BB,GENERAL CARGO,11492,304093000,0
LUMOSO HAWARI,9405473,ID,BULK CARRIER,30006,525113015,2007
PEAK LIBERTY,9634854,LR,BULK CARRIER,43089,636018284,2015
IOLCOS GENESIS,9503782,MH,BULK CARRIER,45999,538004343,2011
UNI AMPLE,9143336,PA,CONTAINER SHIP,14796,351432000,1997
AL DEEBEL,9307176,BS,LNG,95824,308031000,2005
POSEIDON S,9405485,LR,BULK CARRIER,29987,354727000,2008
HOANG ANH,9536557,VN,GENERAL CARGO,2551,574408000,2008
MISHIMA,9831476,PA,GENERAL CARGO,9977,373603000,2018
METHANE RITA ANDREA,9307188,BM,LPG,95753,310499000,2005
UNI ANGEL,9143350,PA,CONTAINER SHIP,14796,351602000,1997
METHANE JANE ELIZABETH,9307190,BM,LNG,95753,310510000,2006
ALESSA,9438262,SG,CHEMICAL TANKER,6190,563045400,2008
SEA WISDOM,9405497,SG,BULK CARRIER,29964,563115800,2004
HAI PHUONG SUN,9536569,VN,GENERAL CARGO,2551,574423000,2008
UMM SLAL,9372731,MH,LNG,163922,538003300,2008
TUBARAO MARU,9339961,PA,BULK CARRIER,161294,370303000,2008
WINDSOR ADVENTURE,9339959,ZA,BULK CARRIER,31247,372454000,0
JAWAD,9405502,BD,BULK CARRIER,29987,405000205,2007
AGIA TRIAS,9241657,LR,BULK CARRIER,93030,636018582,2002
K PLUTO,9634880,PA,BULK CARRIER,18462,373504000,2013
NORD SANTIAGO,9831488,PH,BULK CARRIER,25189,548973000,2018
MARINE KITE,9438274,SG,PETROLEUM PRODUCT TANKER (>=60C),5000,565679000,2008
UNI ARISE,9143362,PA,CONTAINER SHIP,14796,351608000,1997
CAP LEON,9274434,LR,TANKER,81328,636018884,2003
METHANE LYDON VOLNEY,9307205,BM,LPG,95753,310514000,2006
TAIGA,9339973,PA,TANKER,160109,372618000,2007
AL GHUWAIRIYA,9372743,MH,LNG,168189,538003293,2008
MYKALI,9503811,BS,BULK CARRIER,31815,311055700,2011
CAPE ENTERPRISE,9241669,ZA,BULK CARRIER,92993,601231600,0
ZHE HAI 520,9733193,CN,BULK CARRIER,30171,413378150,2014
MULTAN,9241671,PK,BULK CARRIER,27986,463046101,2002
ES NEPTUNE,9634892,PA,BULK CARRIER,18462,373371000,2010
CAP PIERRE,9274446,LR,TANKER,81328,240145000,2004
XIN LOS ANGELES,9307217,HK,CONTAINER SHIP,108069,477158700,2006
WESTERN DONCASTER,9831505,PH,BULK CARRIER,25189,548977000,0
SUN ORION,9700433,PA,CHEMICAL TANKER,5457,372335000,2014
ELISEWIN,9241683,LR,TANKER,78845,636091440,2002
RIDGEBURY ASTARI,9241683,MH,TANKER,78845,538005543,2002
VANDA ADVENTURE,9438298,SG,PETROLEUM PRODUCT TANKER (>=60C),5034,564344000,2008
SEN TREASURE,9634907,PA,BULK CARRIER,18462,373738000,2013
WHITE BAY,9274460,HK,BULK CARRIER,30020,319254000,2003
PUSAN C,9307229,CY,CONTAINER SHIP,108069,209251000,2006
SUN APOLLON,9700445,PA,TANKER,5435,372653000,2014
VANDA SUCCESS,9438303,SG,PETROLEUM PRODUCT TANKER (>=60C),5034,566241000,2008
SHIZUKISAN,9339997,JP,TANKER,160078,432701000,2009
KEREL,9241695,MT,TANKER,23232,215681000,2005
GLOBAL HARMONY,9340001,PA,BULK CARRIER,161294,357156000,2009
WAN HAI 203,8914013,HK,CONTAINER SHIP,17134,416259000,1990
SINOKOR SUNRISE,9602148,MH,BULK CARRIER,43537,538004269,2011
CRESSIDA,9372767,LR,BULK CARRIER,30962,636016175,0
WAN HAI 205,8914025,01,CONTAINER SHIP,17134,563311000,1990
PATRIZIA COSULICH,9438315,SG,PETROLEUM PRODUCT TANKER (>=60C),4996,566385000,2009
LE HAVRE,9307243,CY,CONTAINER SHIP,108069,209979000,2006
RICH SINO,9110638,PA,CHEMICAL TANKER,19095,355807000,1995
PRO SAPPHIRE,9274484,PA,TANKER,28098,351966000,2003
AMADEUS,9700469,MT,CHEMICAL TANKER,29770,248575000,2015
SEA BRILLIANCE,9438327,SG,PETROLEUM PRODUCT TANKER (>=60C),5000,566386000,2009
AMOR,9700471,LR,CHEMICAL TANKER,29770,636016946,2015
TUAH SEJAGAT,8619132,TV,TANKER,268,533000093,1987
TUAH SEJAGAT,8619132,MY,TANKER,268,467005341,1984
SEA CORAL,9077886,CK,TANKER,156802,518100121,0
MSC CORINNA,9307267,PA,CONTAINER SHIP,27469,370437000,2006
ATHLOS,9700483,LR,CHEMICAL TANKER,29770,636016947,2016
PACIFIC RAPIER,9340037,SG,TUG/SUPPLY VESSEL,1823,565149000,2005
INCE PACIFIC,9229001,SG,BULK CARRIER,25938,563078900,2001
POLARIS LEADER,9372810,SG,RORO CAR CARRIER,51917,563710000,2008
LA SOLOGNAIS,9733258,MT,BULK CARRIER,24725,229758000,2015
NORTHWEST STORMPETREL,9045132,AU,LNG,105010,503009000,1994
LA CHAMBORDAIS,9733260,MT,BULK CARRIER,24725,229759000,2015
STAMATIA,9864332,MH,TANKER,29917,538008522,2019
PACIFIC RESPONDER,9340049,SG,TUG BOAT,1811,565187000,2005
NORDIC BRASILIA,9274513,BS,TANKER,83119,311584000,2004
CS FUTURE,9438353,PA,BULK CARRIER,22998,355640000,2010
ENERGY CONFIDENCE,9405588,JP,LNG,121413,432694000,2008
LA SAUTERNAIS,9733272,MT,BULK CARRIER,24725,229814000,2015
TRANS FUTURE 1,9176216,PA,VEHICLE CARRIER,25667,353329000,1997
ION M,9864344,MH,TANKER,29917,538008523,2019
NORDIC RIO,9274525,BS,TANKER,83119,311585000,2004
CS FLOURISH,9438365,PA,GENERAL CARGO,22998,354560000,2010
AGIA EIRINI FORCE,9340063,MH,BULK CARRIER,31236,538008251,2008
KITI BHUM,9143453,SG,CONTAINER SHIP,8443,564169000,1996
CHWNTEK 5,9536674,SG,TANKER,3949,0,2009
OBE QUEEN,9667746,BB,BULK CARRIER,30221,353691000,2013
LA SILLONAIS,9733284,MT,BULK CARRIER,24725,229813000,2015
CASTOR,9864356,MH,CHEMICAL TANKER,29917,538008525,2019
OCEANIC DOLPHIN,9634983,ID,TUG BOAT,141,525020023,2011
ARIN 8,9209001,ID,TANKER,5483,525007247,1999
ATHOS,9438377,PA,SEMI-CONTAINER SHIP,22998,354249000,2009
TRAVIATA,9700524,SE,VEHICLE CARRIER,73358,249224000,2019
HANTEK 3,9536686,SG,TANKER,3949,565523000,2009
INCA QUEEN,9667758,PA,BULK CARRIER,30221,373312000,2014
PROTEUS,9864368,MH,TANKER,29917,538008526,2019
GEMINI OCEAN,9798832,PA,BULK CARRIER,43291,563010500,2017
PORTHOS,9438389,PA,BULK CARRIER,22998,351797000,2011
SULPHUR GARLAND,9209013,PA,CHEMICAL TANKER,3498,357708000,1999
ARAMIS,9438391,PA,GENERAL CARGO,22998,353146000,2011
ANDROMEDA OCEAN,9798844,PA,BULK CARRIER,43291,352589000,2017
SILKROAD 03,9733313,HK,BULK CARRIER,33054,477137500,2016
NIKOLAY VELIKIY,9766085,RU,TANKER,4577,273427094,2018
MS SOPHIE,9241798,LR,TANKER,25400,636090888,2003
TAURUS LEADER,9700550,SG,VEHICLE CARRIER,69931,566095000,2014
NORDIC PIA,9340104,SG,PETROLEUM/CHEMICAL TANKER,24112,564517000,2006
MARINA ARIEL,9667784,SG,TUG BOAT,481,566717000,2011
BURGUNDY,9372872,LR,CONTAINER SHIP,36087,636091657,2008
PENTATHLON,9438406,MH,TANKER,81493,538003601,2009
PYXIS OCEAN,9798856,SG,BULK CARRIER,43291,563021600,2015
BW FREYJA,9733325,MH,LPG,47384,538006838,2016
CARDINAL,9274575,MH,BULK CARRIER,30645,538002349,2004
EDEN,9471185,MY,TANKER,4599,533130651,2007
NORDIC CROSS,9438418,MH,TANKER,81493,538003713,2010
GLORY HARVEST,9143506,PA,LPG,5420,235192000,1997
CHEM HELEN,9340116,LR,CHEMICAL TANKER,24112,636013337,2007
BW FRIGG,9733337,MH,LPG,47384,538006839,2016
KAYSAN,9274587,ID,BULK CARRIER,30738,356060000,2002
EQUINOX DREAM,9503964,KY,BULK CARRIER,33232,319029800,2010
TRF KASHIMA,9733349,MH,CHEMICAL TANKER,12225,538006611,2015
TRF KIRKENES,9733351,MH,CHEMICAL TANKER,12225,538006789,2016
EQUINOX STAR,9503976,KY,BULK CARRIER,33232,319756000,2010
MERIT TRADER,9700586,HK,BULK CARRIER,32726,477148300,2014
HENG LONG,9143532,SL,TANKER,57031,667001295,1997
HONG KONG SPIRIT,9602289,HK,TANKER,165965,477004100,2013
TRF KOBE,9733363,MH,TANKER,12225,538006856,2016
EQUINOX AGNANDOUSSA,9503988,KY,BULK CARRIER,33232,319366000,2011
STAR GLORY,9503990,KY,BULK CARRIER,33232,319995000,2010
SEAJEWEL,9274616,MT,TANKER,62877,248948000,2004
BBC MAGELLAN,9569528,AG,GENERAL CARGO,5344,305537000,2008
DEBONAIR,9635066,SG,TANKER,4189,566392000,2010
ALABAMA,9471226,MH,CONTAINER SHIP,40542,538004094,2010
BBC OCEAN,9569530,AG,GENERAL CARGO,5344,305642000,2008
DOLPHIN 01,9864447,ID,FERRY BOAT,57,525200257,0
TRF KRISTIANSAND,9733375,MH,TANKER,12225,538006934,2016
DISCOVER,9209087,MD,BULK CARRIER,19728,214182735,0
DISCOVER,9209087,MD,BULK CARRIER,19728,214182735,1999
KOTA KASTURI,9307396,01,CONTAINER SHIP,31070,538007857,2004
DECORUM,9635078,SG,PETROLEUM PRODUCT TANKER (>=60C),4189,566449000,2010
TEJAS,9471238,MH,CONTAINER SHIP,40993,538004099,2011
DARYA JYOTI,9471240,HK,BULK CARRIER,43822,477742700,2009
HEBEI LEGEND,9438470,HK,BULK CARRIER,94710,477826900,2009
RATU ENRA,9274630,MY,TANKER,26634,219397000,2003
MV DOLPHIN 02,9864459,ID,FERRY BOAT,179,525200357,0
SHENG YUN LAI,9602320,PA,GENERAL CARGO,13622,352657000,2010
MAERSK ETIENNE,9274642,DK,TANKER,26659,635235000,2004
HONGYU,9635092,CN,CHEMICAL TANKER,4702,413303910,2013
DARYA MOTI,9471252,HK,BULK CARRIER,43842,477742800,2009
FPMC 32,9831701,LR,CHEMICAL TANKER,28891,636018724,2019
VALENTINE,9504023,PA,CHEMICAL TANKER,8481,370229000,2008
SUIGO,9536791,PA,BULK CARRIER,91508,371040000,2011
FEDERAL ALSTER,9766164,MH,BULK CARRIER,22947,538008901,2016
HEILAN EQUILIBRIUM,9602332,PA,BULK CARRIER,32953,354119000,2010
INFINITY,9471264,GR,BULK CARRIER,43837,241008000,2009
FPMC 33,9831713,LR,CHEMICAL TANKER,28891,636018725,2019
HONG NING,9635107,HK,LPG,4702,477771600,2010
REGGANE,9176357,LR,LPG,47174,636011212,1999
TOLL PROVIDER,9733416,AU,SUPPLY VESSEL,2417,563058700,2018
GOLDEN DAY,9209128,MH,BULK CARRIER,39996,538009008,2000
INTUITION,9471276,GR,BULK CARRIER,43837,241118000,2012
BTS CAMILLA,9307437,SG,PETROLEUM/CHEMICAL TANKER,6522,563140000,2004
ROBERTA,9700653,MH,BULK CARRIER,36286,538006089,2015
STAR STANDARD,9438509,SG,REEFER VESSEL,14030,566041000,2008
BW KALLANG,9766190,SG,TANKER,43072,563010700,2015
CAMAR5,8652081,ID,TUG BOAT,160,525004043,0
GAIA LEADER,9536818,PA,VEHICLE CARRIER,62838,371158000,2011
INVICTUS,9536820,MH,TANKER,28736,538004539,2012
ENERGY HOPE,9602356,PA,BULK CARRIER,43093,373744000,2012
YM CELEBRITY,9864502,LR,CONTAINER SHIP,32720,636019892,2020
BAHTERA HADAR,9307449,MY,SUPPLY VESSEL,2321,228323700,2017
LAURA,9700665,MH,BULK CARRIER,36286,538006090,2015
YM MANDATE,9438523,LR,CONTAINER SHIP,73675,636014557,2010
